Device: OSC48xx
DateTime: 2025-05-02 20:46:26
Sample rate: 2.4Msps ,divided by 100

chA
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,093
0,186
0,186
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,093
0,093
0,186
0,186
0,186
0,186
0,093
0,093
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,093
0,186
0,093
0,186
0,186
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,186
0,093
0,186
0,186
0,093
0,093
0,093
0,093
0,186
0,186
0,186
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,186
0,186
0,186
0,186
0,093
0,186
0,093
0,093
0,093
0,186
0,093
0,186
0,186
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,186
0,186
0,093
0,093
0,186
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,093
0,186
0,093
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,093
0,186
0,093
0,186
0,186
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,093
0,186
0,186
0,093
0,186
0,093
0,186
0,093
0,186
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,093
0,186
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,093
0,186
0,093
0,093
0,186
0,093
0,186
0,093
0,093
0,093
0,186
0,093
0,186
0,093
0,186
0,186
0,093
0,186
0,186
0,186
0,093
0,093
0,093
0,186
0,093
0,186
0,093
0,186
0,093
0,186
0,186
0,093
0,093
0,186
0,093
0,186
0,186
0,186
0,093
0,186
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,186
0,093
0,186
0,093
0,093
0,186
0,093
0,093
0,093
0,186
0,093
0,186
0,186
0,186
0,093
0,093
0,093
0,186
0,093
0,186
0,093
0,186
0,186
0,093
0,186
0,093
0,093
0,186
0,093
0,186
0,093
0,186
0,186
0,093
0,186
0,093
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,186
0,093
0,093
0,186
0,093
0,186
0,186
0,186
0,093
0,093
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,093
0,186
0,186
0,186
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,093
0,186
0,186
0,093
0,186
0,186
0,186
0,093
0,186
0,093
0,186
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,093
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,186
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,186
0,186
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,186
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,186
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,186
0,093
0,186
10,868
1,579
10,496
1,579
1,951
10,961
1,579
0,093
0,186
0,186
0,186
0,186
1,672
1,951
10,868
1,672
10,961
10,961
1,951
10,961
2,044
1,672
0,557
0,557
0,464
0,186
10,496
1,672
0,186
10,961
1,951
0,093
2,044
1,579
0,186
0,186
0,464
0,464
1,672
1,951
10,961
1,672
10,961
1,951
10,868
10,961
1,951
1,579
0,557
0,557
0,464
0,186
10,496
1,672
1,579
10,961
2,044
0,093
0,186
1,672
0,186
0,464
0,464
0,464
1,672
1,951
10,961
10,961
1,951
1,951
10,868
10,961
2,044
1,672
0,557
0,557
0,464
10,961
10,589
1,579
1,579
10,868
10,961
0,093
0,186
1,672
0,557
0,464
0,464
0,464
1,672
2,044
2,044
10,961
1,951
1,951
2,044
10,868
1,951
1,672
0,557
0,557
0,464
10,961
10,589
1,579
10,589
10,868
10,961
0,093
0,186
0,093
1,579
0,464
0,464
0,464
1,579
2,044
2,044
10,868
1,579
2,044
2,044
10,868
1,951
1,672
0,557
0,557
0,464
10,868
10,496
1,579
10,868
10,868
0,093
0,186
0,093
0,186
1,579
0,464
0,557
0,464
2,044
2,044
2,044
10,868
10,961
2,044
1,951
10,868
1,951
1,579
0,464
0,557
0,464
10,868
10,496
1,579
10,868
10,868
10,961
0,186
0,093
0,093
0,186
1,672
0,557
0,557
2,044
2,044
1,951
10,868
10,961
2,044
1,672
10,868
1,672
1,579
0,464
0,557
0,186
10,868
10,496
10,961
10,868
10,868
10,961
0,186
0,093
0,093
0,186
1,579
0,464
0,557
2,044
1,951
1,951
10,868
10,961
10,961
1,672
10,961
1,672
1,579
0,464
0,464
0,186
0,464
1,672
10,496
10,961
10,868
0,093
0,186
0,093
0,093
0,186
0,464
1,672
0,464
2,044
1,672
10,961
10,868
10,961
10,868
1,672
10,961
1,672
1,579
0,464
0,464
0,186
0,557
1,579
10,496
10,868
10,868
10,961
0,186
0,093
0,093
0,186
0,186
1,579
0,464
0,093
10,961
10,961
10,868
10,961
2,044
1,579
10,961
1,579
0,557
0,557
0,464
0,186
0,557
1,579
10,496
10,868
10,868
10,961
0,186
0,186
0,093
0,093
0,093
0,557
1,579
10,961
10,961
10,961
10,868
1,951
1,951
1,579
10,868
1,579
0,557
0,557
0,464
0,186
10,868
10,589
10,496
10,868
10,961
1,951
0,186
0,093
0,093
0,186
0,186
0,186
1,579
0,093
10,961
1,951
10,961
2,044
1,951
10,961
2,044
1,672
0,557
0,557
0,464
0,186
10,961
10,496
10,589
1,672
10,961
1,951
0,093
0,093
0,093
0,186
0,186
0,186
1,579
1,951
10,868
1,951
10,961
0,557
1,951
10,868
2,044
1,579
0,557
0,557
0,464
0,186
10,961
1,672
10,589
1,672
10,961
1,951
1,579
0,093
0,186
0,186
0,186
0,186
1,672
1,951
10,868
1,951
10,961
10,961
1,951
10,868
1,951
1,672
0,557
0,557
0,186
0,186
10,496
1,672
10,589
1,672
1,951
10,961
1,579
0,186
0,186
0,186
0,186
0,186
1,672
1,951
10,868
1,672
10,961
10,961
0,557
10,961
1,951
1,672
0,557
0,557
0,186
0,186
10,496
1,672
1,579
10,961
1,951
10,961
2,044
1,672
0,186
0,186
0,464
0,186
1,672
2,044
10,868
1,672
0,186
1,951
10,868
10,961
1,951
1,672
0,557
0,557
0,464
0,186
10,496
1,579
1,579
10,961
1,951
0,093
0,186
1,672
0,186
0,464
0,464
0,464
1,579
2,044
10,961
10,961
1,951
1,951
10,868
10,961
1,951
1,672
0,557
0,557
0,464
10,961
10,496
1,579
1,579
10,868
10,961
0,186
0,186
1,672
1,579
0,464
0,464
0,464
1,579
2,044
2,044
10,961
1,951
1,951
2,044
10,868
1,951
1,672
0,557
0,557
0,464
10,868
10,589
1,579
10,589
10,868
10,961
0,093
0,093
0,093
1,579
0,464
0,464
0,557
1,579
2,044
2,044
10,868
0,093
2,044
1,951
10,868
1,951
1,672
0,557
0,557
0,464
0,186
0,093
0,093
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,186
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,186
0,186
0,186
0,186
0,093
0,093
0,186
0,186
0,093
0,093
0,186
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,186
0,093
0,093
0,186
0,186
0,186
0,093
0,093
0,186
0,186
0,186
0,186
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,557
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,557
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,557
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,557
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,186
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,186
0,093
0,093
0,186
0,093
0,093
0,186
0,093
0,093
0,186
0,093
0,093
0,186
0,093
0,186
0,186
0,093
0,186
0,093
0,093
0,186
0,186
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,186
0,093
0,186
0,186
0,186
0,093
0,186
0,093
0,093
0,093
0,186
0,186
0,186
0,093
0,186
0,186
0,093
0,093
0,186
0,093
0,093
0,186
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,093
0,186
0,186
0,186
0,186
0,093
0,186
0,093
0,093
0,186
0,093
0,093
